# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Dec  7 03:23:11 2024
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1
# CONSTRAINT:  and pl_radestr <= 4.5
# CONSTRAINT:  and pl_bmassestr <= 50)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
K2-233 c,K2-233,1,1,3,Transit,2018,K2,Published Confirmed,0,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,7.06005000,0.00024000,-0.00027000,0,0.066660,0.000200,-0.000180,0,1.281,0.022,-0.021,0,0.114,0.002,-0.002,0,12.81000,,,1,0.04030,,,1,Mass,0.200200,,,1,,,,,790,7,-6,0,0,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,,5033.00,41.00,-35.00,0,0.71,0.01,-0.01,0,0.79,0.01,-0.01,0,-0.090,0.030,-0.030,0,[Fe/H],4.64,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h21m55.18s,230.4799011,-20d13m54.47s,-20.2317975,67.5062000,0.2799000,-0.2775000,10.8830000,0.0140000,-0.0140000,8.3750000,0.0230000,-0.0230000,10.4191000,0.0003430,-0.0003430,2021-05-17,2020-08,2021-05-17
Kepler-538 b,Kepler-538,1,2,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,81.73778000,0.00013000,-0.00013000,0,0.355400,0.006800,-0.004700,0,2.215,0.040,-0.034,0,0.198,0.004,-0.003,0,12.90000,2.90000,-2.90000,0,0.04059,0.00912,-0.00912,0,Mass,0.210000,,,1,5.07,0.29,-0.29,0,417,5,-5,0,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,5534.00,61.00,-61.00,0,0.87,0.01,-0.01,0,0.89,0.05,-0.04,0,-0.090,0.065,-0.065,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m56.77s,297.4865503,+49d37m24.23s,49.6233975,155.9560000,0.7090000,-0.7030000,11.2700000,0.0180000,-0.0180000,9.6450010,0.0130000,-0.0130000,11.1647000,0.0005160,-0.0005160,2023-04-17,2023-04,2023-04-17
K2-138 e,K2-138,1,1,6,Transit,2017,K2,Published Confirmed,0,<a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>,8.26146000,0.00021000,-0.00022000,0,0.078200,0.000530,-0.000660,0,3.390,0.156,-0.110,0,0.302,0.014,-0.010,0,12.97000,1.98000,-1.99000,0,0.04081,0.00623,-0.00626,0,Mass,0.077000,0.048000,-0.049000,0,,,,,,,,,0,<a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>,,5356.30,41.80,-13.10,0,0.86,0.03,-0.02,0,0.94,0.02,-0.02,0,0.140,0.040,-0.040,0,[M/H],4.54,0.02,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h15m47.77s,348.9490311,-10d50m59.06s,-10.8497391,202.5850000,2.0280000,-1.9890000,12.2460000,0.0920000,-0.0920000,10.3050000,0.0210000,-0.0210000,12.0252000,0.0003640,-0.0003640,2021-03-12,2019-11,2021-03-18
Kepler-95 b,Kepler-95,1,1,1,Transit,2014,Kepler,Published Confirmed,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,11.52310000,,,0,,,,,3.420,0.090,-0.090,0,0.305,0.008,-0.008,0,13.00000,2.90000,-2.90000,0,0.04100,0.00900,-0.00900,0,Mass,,,,,,,,,,,,,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,,5699.00,74.00,-74.00,0,1.41,0.04,-0.04,0,1.08,0.08,-0.08,0,0.300,0.100,-0.100,0,[Fe/H],4.17,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h57m55.78s,284.4824281,+44d23m52.41s,44.3978910,445.6560000,5.7830000,-5.6400000,12.3820000,0.0460000,-0.0460000,10.8010000,0.0170000,-0.0170000,12.3044000,0.0001790,-0.0001790,2014-05-14,2014-02,2014-05-14
TOI-1669 c,TOI-1669,1,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,2.68005350,0.00000620,-0.00000620,0,0.037600,0.000700,-0.000700,0,2.296,0.102,-0.090,0,0.205,0.009,-0.008,0,13.00000,,,1,0.04090,,,1,Mass,0.000000,,,0,,,,,1285,22,-21,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5497.00,73.00,-72.00,0,1.06,0.02,-0.02,0,0.99,0.03,-0.03,0,0.274,0.059,-0.060,0,[Fe/H],4.38,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h03m49.55s,45.9564744,+83d35m14.74s,83.5874273,111.2760000,0.3710000,-0.3680000,10.2180000,0.0040000,-0.0040000,8.4620000,0.0210000,-0.0210000,10.0089000,0.0002410,-0.0002410,2024-07-22,2024-06,2024-07-22
LP 890-9 b,LP 890-9,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DELREZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220902831D/abstract target=ref>Delrez et al. 2022</a>,2.72990250,0.00000340,-0.00000400,0,0.018750,0.000100,-0.000100,0,1.320,0.053,-0.027,0,0.118,0.005,-0.002,0,13.20000,,,1,0.04153,,,1,Mass,,,,,4.09,0.12,-0.12,0,396,3,-3,0,0,<a refstr=DELREZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220902831D/abstract target=ref>Delrez et al. 2022</a>,M6 V,2850.00,75.00,-75.00,0,0.16,0.01,-0.01,0,0.12,0.00,0.00,0,-0.028,0.089,-0.089,0,[Fe/H],5.13,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h16m31.42s,64.1309096,-28d18m56.85s,-28.3157909,32.4298000,0.0702000,-0.0699000,18.0000000,0.2000000,-0.2000000,11.3440000,0.0230000,-0.0230000,15.8213000,0.0007630,-0.0007630,2022-09-14,2022-09,2022-09-14
TOI-1260 c,TOI-1260,1,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221204307L/abstract target=ref>Lam et al. 2022</a>,7.49313400,0.00002000,-0.00002000,0,0.065700,0.002000,-0.002000,0,2.760,0.070,-0.070,0,0.246,0.006,-0.006,0,13.20000,4.23000,-4.23000,0,0.04153,0.01331,-0.01331,0,Mass,0.000000,,,0,29.81,0.05,-0.05,0,651,18,-18,0,0,<a refstr=LAM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221204307L/abstract target=ref>Lam et al. 2022</a>,,4227.00,85.00,-85.00,0,0.67,0.01,-0.01,0,0.68,0.10,-0.06,0,-0.100,0.070,-0.070,0,[Fe/H],4.57,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h28m34.58s,157.1440712,+65d51m15.11s,65.8541986,73.5977000,0.1607000,-0.1601000,11.9220000,0.0340000,-0.0340000,8.9500000,0.0220000,-0.0220000,11.5743000,0.0005360,-0.0005360,2022-12-17,2022-12,2022-12-17
TOI-561 d,TOI-561,1,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,1,<a refstr=LACEDELLI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.4551L/abstract target=ref>Lacedelli et al. 2022</a>,25.71240000,0.00010000,-0.00020000,0,0.158000,0.002000,-0.002000,0,2.820,0.070,-0.070,0,0.252,0.006,-0.006,0,13.20000,1.00000,-0.90000,0,0.04153,0.00315,-0.00283,0,Mass,0.122000,0.054000,-0.048000,0,21.40,1.30,-1.30,0,598,9,-9,0,0,<a refstr=LACEDELLI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.4551L/abstract target=ref>Lacedelli et al. 2022</a>,G9 V,5372.00,70.00,-70.00,0,0.84,0.01,-0.01,0,0.81,0.04,-0.04,0,-0.400,0.050,-0.050,0,[Fe/H],4.50,0.12,-0.12,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h52m44.44s,148.1851516,+06d12m57.97s,6.2161030,85.7990000,0.4988000,-0.4932000,10.2520000,0.0060000,-0.0060000,8.3940000,0.0190000,-0.0190000,10.0128000,0.0002780,-0.0002780,2023-03-15,2022-04,2023-03-15
Kepler-20 d,Kepler-20,1,2,6,Transit,2011,Kepler,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,77.61145500,0.00009600,-0.00009600,0,0.347400,0.006700,-0.006700,0,2.606,0.053,-0.039,0,0.232,0.005,-0.003,0,13.40000,3.70000,-3.60000,0,0.04216,0.01164,-0.01133,0,Mass,0.082000,,,1,5.71,0.33,-0.33,0,430,6,-6,0,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,5495.00,50.00,-50.00,0,0.92,0.01,-0.01,0,0.93,0.05,-0.05,0,0.070,0.080,-0.080,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h10m47.52s,287.6979913,+42d20m18.88s,42.3385782,282.5630000,1.7760000,-1.7530000,12.6100000,0.0690000,-0.0690000,10.8710000,0.0130000,-0.0130000,12.4535000,0.0001420,-0.0001420,2023-04-17,2023-04,2023-04-17
Kepler-238 f,Kepler-238,1,1,5,Transit,2013,Kepler,Published Confirmed,0,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,50.44700000,,,0,,,,,2.000,0.850,-0.170,0,0.178,0.076,-0.015,0,13.50000,2.90000,-2.50000,0,0.04200,0.00900,-0.00800,0,Mass,,,,,,,,,,,,,1,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,,,,,,0.96,0.41,-0.08,0,1.06,0.17,-0.12,0,,,,,,4.49,0.04,-0.30,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h11m35.31s,287.8971066,+40d38m16.13s,40.6378141,1798.7500000,75.2100000,-69.5100000,15.2970000,0.0350000,-0.0350000,13.5120000,0.0390000,-0.0390000,15.0243000,0.0003160,-0.0003160,2014-05-14,2014-02,2014-05-14
TOI-1064 b,TOI-1064,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=WILSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp..107W/abstract target=ref>Wilson et al. 2022</a>,6.44386800,0.00002500,-0.00002500,0,0.061520,0.000860,-0.000890,0,2.587,0.043,-0.042,0,0.231,0.004,-0.004,0,13.50000,1.70000,-1.80000,0,0.04248,0.00535,-0.00566,0,Mass,0.047000,0.038000,-0.030000,0,62.90,4.20,-4.00,0,784,13,-13,0,0,<a refstr=WILSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp..107W/abstract target=ref>Wilson et al. 2022</a>,,4734.00,67.00,-67.00,0,0.73,0.01,-0.01,0,0.75,0.03,-0.03,0,0.050,0.080,-0.080,0,[Fe/H],4.60,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h44m00.94s,296.0039349,-47d33m43.31s,-47.5620305,68.0726000,0.3639000,-0.3601000,10.9380000,0.0460000,-0.0460000,8.4670000,0.0340000,-0.0340000,10.6491000,0.0013340,-0.0013340,2022-01-31,2022-01,2022-01-31
TOI-125 d,TOI-125,1,1,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>,19.98000000,0.00500000,-0.00560000,0,0.137000,0.002200,-0.002200,0,2.930,0.170,-0.170,0,0.261,0.015,-0.015,0,13.60000,1.20000,-1.20000,0,0.04279,0.00378,-0.00378,0,Mass,0.168000,0.088000,-0.062000,0,26.70,1.40,-1.40,0,638,7,-7,0,0,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>,K0 V,5320.00,39.00,-39.00,0,0.85,0.01,-0.01,0,0.86,0.04,-0.04,0,-0.020,0.030,-0.030,0,[Fe/H],4.52,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h34m22.42s,23.5934253,-66d40m34.86s,-66.6763495,111.0590000,0.4440000,-0.4400000,11.0230000,0.0080000,-0.0080000,8.9950000,0.0210000,-0.0210000,10.7180000,0.0004110,-0.0004110,2020-02-06,2020-03,2020-02-13
TOI-411 b,HD 22946,1,1,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GARAI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...674A..44G/abstract target=ref>Garai et al. 2023</a>,4.04029500,0.00001500,-0.00001400,0,0.057270,0.000850,-0.000820,0,1.362,0.040,-0.040,0,0.122,0.004,-0.004,0,13.71000,,,1,0.04314,,,1,Mass,,,,,495.14,23.84,-23.22,0,1241,14,-14,0,0,<a refstr=GARAI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...674A..44G/abstract target=ref>Garai et al. 2023</a>,,6169.00,64.00,-64.00,0,1.12,0.01,-0.01,0,1.10,0.04,-0.04,0,-0.080,0.040,-0.040,0,[Fe/H],4.47,0.11,-0.11,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h39m16.69s,54.8195380,-42d45m46.90s,-42.7630276,62.7792000,0.1161000,-0.1156000,8.2700010,0.0300000,-0.0300000,6.9810000,0.0290000,-0.0290000,8.1281000,0.0002980,-0.0002980,2023-07-10,2023-06,2023-07-10
TOI-220 b,TOI-220,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HOYER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.505.3361H/abstract target=ref>Hoyer et al. 2021</a>,10.69526400,0.00008600,-0.00008600,0,0.089110,0.001000,-0.001000,0,3.030,0.150,-0.150,0,0.270,0.013,-0.013,0,13.80000,1.00000,-1.00000,0,0.04342,0.00315,-0.00315,0,Mass,0.032000,0.038000,-0.023000,0,,,,,805,21,-21,0,0,<a refstr=HOYER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.505.3361H/abstract target=ref>Hoyer et al. 2021</a>,K0 V,5298.00,65.00,-65.00,0,0.86,0.03,-0.03,0,0.82,0.03,-0.03,0,-0.217,0.044,-0.044,0,[Fe/H],4.37,0.11,-0.11,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h07m11.93s,91.7996988,-61d59m49.96s,-61.9972098,90.7402000,0.1715000,-0.1709000,10.4660000,0.0070000,-0.0070000,8.5420000,0.0250000,-0.0250000,10.1897000,0.0002820,-0.0002820,2021-05-28,2021-08,2021-05-28
Kepler-62 d,Kepler-62,1,1,5,Transit,2013,Kepler,Published Confirmed,0,<a refstr=BORUCKI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013Sci...340..587B/abstract target=ref> Borucki et al. 2013 </a>,18.16406000,0.00002000,-0.00002000,0,0.120000,0.001000,-0.001000,0,1.950,0.070,-0.070,0,0.174,0.006,-0.006,0,14.00000,,,1,0.04400,,,1,Mass,,,,,,,,,510,28,-28,0,0,<a refstr=BORUCKI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013Sci...340..587B/abstract target=ref> Borucki et al. 2013 </a>,K2 V,4925.00,70.00,-70.00,0,0.64,0.02,-0.02,0,0.69,0.02,-0.02,0,-0.370,0.040,-0.040,0,[Fe/H],4.68,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h52m51.01s,283.2125621,+45d20m58.92s,45.3496992,300.8740000,1.2190000,-1.2190000,13.9650000,0.0920000,-0.0920000,11.6590000,0.0210000,-0.0210000,13.7197000,0.0002080,-0.0002080,2014-05-14,2013-05,2014-05-14
TOI-1749 c,TOI-1749,1,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=FUKUI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..167F/abstract target=ref>Fukui et al. 2021</a>,4.49290000,0.00380000,-0.00270000,0,0.044300,0.000800,-0.000800,0,2.120,0.120,-0.120,0,0.189,0.011,-0.011,0,14.00000,,,1,0.04405,,,1,Mass,0.019000,,,1,,,,,673,15,-15,0,0,<a refstr=FUKUI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..167F/abstract target=ref>Fukui et al. 2021</a>,M0 V,3985.00,55.00,-55.00,0,0.55,0.03,-0.03,0,0.58,0.03,-0.03,0,-0.260,0.080,-0.080,0,[Fe/H],4.70,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h50m56.93s,282.7372281,+64d25m10.08s,64.4194660,99.5561000,0.1172000,-0.1172000,13.8600000,0.0720000,-0.0720000,10.2700000,0.0190000,-0.0190000,13.1798000,0.0003280,-0.0003280,2021-07-26,2021-10,2021-07-26
