# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Dec  6 02:54:57 2024
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1
# CONSTRAINT:  and pl_rade not null
# CONSTRAINT:  and pl_bmasse not null)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,sy_dist,sy_disterr1,sy_disterr2
NGTS-20 b,NGTS-20,1,1,1,0,54.18915000,0.00015000,-0.00015000,0,0.313000,0.013000,-0.013000,0,11.994,0.448,-0.448,0,947.12865,50.85255,-47.67426,0,0.432000,0.023000,-0.023000,0,G1 IV,5980.00,80.00,-80.00,0,1.78,0.05,-0.05,0,1.47,0.09,-0.09,0,382.8980000,7.4330000,-7.1590000
NGTS-21 b,NGTS-21,1,1,1,0,1.54338970,0.00000160,-0.00000160,0,0.023600,0.000500,-0.000500,0,14.908,0.336,-0.336,0,750.07504,66.74397,-66.74397,0,0.000000,,,0,K3 V,4660.00,41.00,-41.00,0,0.86,0.04,-0.04,0,0.72,0.04,-0.04,0,592.8910000,15.9950000,-15.1900000
NGTS-23 b,NGTS-23,1,1,1,0,4.07643260,0.00000410,-0.00000410,0,0.050400,0.012000,-0.012000,0,14.202,0.336,-0.336,0,194.82881,30.82936,-30.82936,0,0.000000,,,0,F9 V,6057.00,64.00,-64.00,0,1.24,0.03,-0.03,0,1.01,0.06,-0.07,0,1074.9500000,19.9100000,-19.2100000
NGTS-24 b,NGTS-24,1,1,1,0,3.46787960,0.00000700,-0.00000700,0,0.047900,0.002800,-0.003000,0,13.608,0.650,-0.695,0,165.27077,38.13941,-34.96112,0,0.000000,,,0,G2 IV,5820.00,93.00,-8.00,0,1.64,0.03,-0.09,0,1.26,0.05,-0.21,0,683.0620000,11.0480000,-10.7090000
NGTS-25 b,NGTS-25,1,1,1,0,2.82309300,0.00000330,-0.00000330,0,0.038800,0.001400,-0.002000,0,11.467,0.392,-0.583,0,203.09235,18.43405,-16.52708,0,0.000000,,,0,K0 V,5321.00,58.00,-58.00,0,0.86,0.02,-0.05,0,0.91,0.03,-0.04,0,521.2330000,8.3670000,-8.1120010
NGTS-26 b,NGTS-26,1,1,1,0,4.51992790,0.00000900,-0.00000920,0,0.049000,0.003800,-0.003200,0,14.886,0.661,-0.538,0,92.80589,20.65885,-19.06970,0,0.000000,,,0,,5550.00,100.00,-100.00,0,1.16,0.05,-0.02,0,0.96,0.04,-0.03,0,1093.6900000,43.1200000,-40.0300000
NGTS-27 b,NGTS-27,1,1,1,0,3.37041810,0.00000590,-0.00000570,0,0.044600,0.002600,-0.003600,0,15.648,0.426,-0.392,0,188.47225,30.19370,-22.88365,0,0.000000,,,0,,5700.00,80.00,-80.00,0,1.77,0.03,-0.03,0,1.07,0.06,-0.06,0,942.1220000,29.5920000,-27.8740000
NGTS-3 A b,NGTS-3 A,1,2,1,0,1.67537280,0.00000300,-0.00000300,0,0.023000,0.007000,-0.005000,0,16.589,4.147,-4.147,0,756.43540,82.63580,-82.63580,0,,,,,G6 V,5600.00,150.00,-150.00,0,0.93,0.23,-0.23,0,1.02,0.09,-0.09,0,743.9720000,10.8920000,-10.5880000
NGTS-30 b,NGTS-30,1,1,1,0,98.29838000,0.00010000,-0.00009000,0,0.408000,0.019000,-0.019000,0,10.402,0.359,-0.359,0,305.11527,17.79839,-17.79839,0,0.294000,0.014000,-0.010000,0,,5455.00,80.00,-80.00,0,0.91,0.03,-0.03,0,0.94,0.06,-0.06,0,238.3770000,2.4380000,-2.3890000
NGTS-4 b,NGTS-4,1,1,1,0,1.33735080,0.00000800,-0.00000800,0,0.019000,0.005000,-0.005000,0,3.180,0.260,-0.260,0,20.60000,3.00000,-3.00000,0,0.000000,,,0,,5143.00,100.00,-100.00,0,0.84,0.01,-0.01,0,0.75,0.02,-0.02,0,280.5550000,1.8220000,-1.7990000
NGTS-5 b,NGTS-5,1,1,1,0,3.35698660,0.00000260,-0.00000260,0,0.038200,0.001300,-0.001300,0,12.733,0.258,-0.258,0,72.78307,11.75971,-11.75971,0,0.000000,,,0,K2 V,4987.00,41.00,-41.00,0,0.74,0.01,-0.01,0,0.66,0.07,-0.06,0,306.7790000,2.6010000,-2.5580000
NGTS-6 b,NGTS-6,1,1,1,0,0.88205900,0.00000080,-0.00000080,0,0.016770,0.000320,-0.000320,0,14.863,1.087,-1.255,0,425.57437,8.89924,-8.89924,0,0.000000,,,0,,4730.00,44.00,-40.00,0,0.75,0.01,-0.01,0,0.77,0.03,-0.03,0,308.2620000,1.4180000,-1.4070000
NGTS-8 b,NGTS-8,1,1,1,0,2.49970000,0.00001000,-0.00001000,0,0.035000,0.001000,-0.001000,0,12.218,0.336,-0.336,0,295.58190,12.71320,-9.53490,0,0.010000,0.014000,-0.010000,0,K0 V,5241.00,50.00,-50.00,0,0.98,0.02,-0.02,0,0.89,0.05,-0.04,0,428.9760000,5.6210000,-5.4810000
NGTS-9 b,NGTS-9,1,1,1,0,4.43527000,0.00002000,-0.00002000,0,0.058000,0.003000,-0.002000,0,11.994,0.673,-0.673,0,921.70700,54.03110,-54.03110,0,0.060000,0.076000,-0.052000,0,F8 V,6330.00,130.00,-130.00,0,1.38,0.04,-0.04,0,1.34,0.05,-0.05,0,609.1280000,15.9520000,-15.1710000
OGLE-TR-10 b,OGLE-TR-10,1,1,1,0,3.10127800,,,0,0.043400,0.001300,-0.001500,0,14.011,1.569,-1.345,0,197.04600,44.49400,-44.49400,0,,,,,,5950.00,130.00,,0,1.17,0.13,,0,1.14,0.12,,0,1344.9700000,111.6650000,-111.6650000
OGLE-TR-113 b,OGLE-TR-113,1,1,1,0,1.43247520,,,0,0.022890,0.000160,-0.000150,0,12.251,0.314,-0.213,0,400.44900,50.85100,-50.85100,0,,,,,,4790.00,75.00,,0,0.77,0.02,,0,0.78,0.02,,0,566.4590000,11.4890000,-11.0500000
OGLE-TR-132 b,OGLE-TR-132,1,1,1,0,1.68986800,,,0,0.030350,0.000570,-0.000530,0,13.450,1.680,-1.230,0,375.02000,44.49000,-41.32000,0,,,,,,6210.00,75.00,-75.00,0,1.32,0.17,-0.12,0,1.30,0.07,-0.07,0,2012.6200000,231.8200000,-231.8200000
OGLE-TR-182 b,OGLE-TR-182,1,1,1,0,3.97910000,0.00001000,-0.00001000,0,0.051000,0.001000,-0.001000,0,12.666,2.690,-0.897,0,320.99500,47.67200,-47.67200,0,0.000000,,,0,,5924.00,64.00,,0,1.14,0.23,,0,1.14,0.05,,0,2501.7500000,399.8550000,-399.8550000
OGLE-TR-211 b,OGLE-TR-211,1,1,1,0,3.67724000,0.00003000,-0.00003000,0,0.051000,0.001000,-0.001000,0,15.244,2.018,-1.009,0,327.35100,63.56300,-63.56300,0,0.000000,,,0,,6325.00,91.00,,0,1.64,0.21,,0,1.33,0.05,,0,1515.2600000,109.8250000,-109.8250000
OGLE-TR-56 b,OGLE-TR-56,1,1,1,0,1.21191890,,,0,0.023830,0.000460,-0.000510,0,15.278,1.031,-1.009,0,441.77000,57.21000,-54.03000,0,,,,,,6050.00,100.00,,0,,,,,,,,,,,
OGLE2-TR-L9 b,OGLE2-TR-L9,1,1,1,0,2.48553350,0.00000070,-0.00000070,0,0.030800,0.000500,-0.000500,0,18.046,0.448,-0.448,0,1430.17500,476.72500,-476.72500,0,,,,,,6933.00,58.00,,0,1.53,0.04,,0,1.52,0.08,,0,1627.6300000,80.2800000,-73.2000000
PDS 70 b,PDS 70,1,1,2,0,,,,,20.000000,2.000000,-2.000000,0,30.488,2.242,-1.906,0,953.49000,317.83000,-317.83000,0,0.190000,0.150000,-0.090000,0,,3972.00,36.00,-36.00,0,,,,,,,,,113.0640000,0.5230000,-0.5190000
PDS 70 c,PDS 70,1,1,2,0,,,,,34.000000,6.000000,-3.000000,0,22.866,6.837,-5.044,0,635.66000,317.83000,-317.83000,0,0.110000,0.120000,-0.060000,0,,3972.00,36.00,-36.00,0,,,,,,,,,113.0640000,0.5230000,-0.5190000
PH1 b,PH1,1,4,1,0,138.31700000,0.04000000,-0.02700000,0,0.652000,0.012000,-0.012000,0,6.180,0.170,-0.170,0,169.00000,,,1,0.070200,0.002900,-0.003900,0,F,6407.00,150.00,-150.00,0,1.73,0.04,-0.04,0,1.53,0.09,-0.09,0,1033.1600000,,
PH2 b,PH2,1,1,1,0,282.52542000,0.00011000,-0.00011000,0,0.833000,0.014000,-0.016000,0,9.337,0.291,-0.269,0,87.08498,20.97667,-21.29450,0,0.215000,0.095000,-0.082000,0,,5734.00,84.00,-82.00,0,0.95,0.03,-0.03,0,0.97,0.05,-0.06,0,343.8630000,3.6310000,-3.5570000
POTS-1 b,POTS-1,1,1,1,0,3.16062960,0.00000157,-0.00000157,0,0.037340,0.000900,-0.000900,0,10.548,0.404,-0.527,0,734.16000,244.72000,-244.72000,0,,,,,K5 V,4400.00,200.00,-200.00,0,0.59,0.02,-0.03,0,0.69,0.05,-0.05,0,747.9590000,46.4025000,-46.4025000
Qatar-1 b,Qatar-1,1,1,1,0,1.42002420,0.00000022,-0.00000022,0,0.023320,0.000400,-0.000400,0,12.812,0.291,-0.280,0,411.27202,16.52716,-15.57367,0,0.000000,,,0,,5013.00,93.00,-88.00,0,0.80,0.02,-0.02,0,0.84,0.04,-0.04,0,185.6150000,0.8050000,-0.7970000
Qatar-10 b,Qatar-10,1,1,1,0,1.64532100,0.00001000,-0.00001000,0,0.028600,0.000600,-0.000600,0,17.295,0.448,-0.448,0,233.92288,28.60470,-28.60470,0,0.000000,,,0,F7 V,6124.00,46.00,-46.00,0,1.25,0.03,-0.03,0,1.16,0.07,-0.07,0,559.0680000,6.0850000,-5.9570000
Qatar-2 b,Qatar-2,1,1,1,0,1.33711647,0.00000026,-0.00000026,0,0.021530,0.000200,-0.000200,0,14.056,0.146,-0.146,0,792.63500,17.16200,-17.16200,0,0.000000,,,0,,4645.00,50.00,-50.00,0,0.78,0.01,-0.01,0,0.74,0.02,-0.02,0,181.3740000,1.2180000,-1.2030000
Qatar-3 b,Qatar-3,1,1,1,0,2.50792040,,,0,0.037830,0.000690,-0.000690,0,12.285,1.569,-1.569,0,1369.84730,149.38010,-149.38010,0,0.000000,,,0,G0 V,6007.00,52.00,-52.00,0,1.27,0.14,-0.14,0,1.15,0.06,-0.06,0,735.6010000,33.4630000,-30.7230000
Qatar-4 b,Qatar-4,1,1,1,0,1.80535640,,,0,0.028030,0.000480,-0.000480,0,12.722,1.233,-1.233,0,1938.76300,171.62820,-171.62820,0,0.000000,,,0,K1 V,5215.00,50.00,-50.00,0,0.85,0.06,-0.06,0,0.90,0.05,-0.05,0,329.0360000,2.8910000,-2.8430000
Qatar-5 b,Qatar-5,1,1,1,0,2.87923190,,,0,0.041270,0.000670,-0.000670,0,12.408,0.717,-0.717,0,1373.02560,57.20940,-57.20940,0,0.000000,,,0,G2 V,5747.00,49.00,-49.00,0,1.08,0.05,-0.05,0,1.13,0.06,-0.06,0,367.6580000,8.0890000,-7.7550000
Qatar-6 b,Qatar-6,1,2,1,0,3.50619500,0.00001800,-0.00001800,0,0.042300,0.000400,-0.000400,0,11.904,0.796,-0.796,0,212.31044,20.97678,-20.97678,0,0.000000,,,0,K2 V,5052.00,66.00,-66.00,0,0.72,0.02,-0.02,0,0.82,0.02,-0.02,0,100.8480000,0.4640000,-0.4600000
Qatar-7 b,Qatar-7,1,1,1,0,2.03204600,0.00000970,-0.00001400,0,0.035200,0.000200,-0.000200,0,19.055,0.336,-0.336,0,597.52040,79.45750,-79.45750,0,0.000000,,,0,F4 V,6387.00,38.00,-38.00,0,1.56,0.02,-0.02,0,1.41,0.03,-0.03,0,705.9810000,26.0660000,-24.3050000
Qatar-8 b,Qatar-8,1,1,1,0,3.71495000,0.00100000,-0.00100000,0,0.047400,0.000800,-0.000800,0,14.404,0.247,-0.247,0,117.91493,19.70546,-19.70546,0,0.000000,,,0,G0 V,5738.00,51.00,-51.00,0,1.31,0.02,-0.02,0,1.03,0.05,-0.05,0,281.4980000,2.5880000,-2.5430000
Qatar-9 b,Qatar-9,1,1,1,0,1.54073100,0.00003800,-0.00003800,0,0.023400,0.000300,-0.000300,0,11.310,0.157,-0.157,0,378.21770,50.85280,-50.85280,0,0.000000,,,0,K5 V,4309.00,31.00,-31.00,0,0.70,0.01,-0.01,0,0.72,0.02,-0.02,0,213.7710000,0.8400000,-0.8340000
Ross 458 c,Ross 458,1,2,1,0,,,,,1100.000000,,,-1,14.011,,,0,1906.98000,,,0,,,,,,,,,,,,,,,,,,11.5094000,0.0202500,-0.0202500
SWEEPS-11 b,SWEEPS-11,1,1,1,0,1.79600000,,,0,0.030000,,,0,12.666,2.354,-2.354,0,3082.82000,1779.77000,-1430.17000,0,,,,,,,,,,1.45,,,0,1.10,,,0,,,
SWEEPS-4 b,SWEEPS-4,1,1,1,0,4.20000000,,,0,0.055000,,,0,9.079,1.121,-1.121,0,1207.70000,,,0,,,,,,,,,,1.18,,,0,1.24,,,0,,,
TIC 139270665 b,TIC 139270665,1,1,2,0,23.62400000,0.03000000,-0.03100000,0,0.163000,0.002700,-0.003300,0,7.230,0.269,-0.247,0,147.15455,14.62011,-14.62011,0,0.105000,0.053000,-0.050000,0,G2,5844.00,84.00,-82.00,0,1.02,0.04,-0.03,0,1.03,0.05,-0.06,0,189.8750000,1.6150000,-1.5890000
TIC 172900988 b,TIC 172900988 Aa,1,2,1,0,200.45200000,0.01100000,-0.01100000,0,0.902810,0.000160,-0.000160,0,11.250,0.440,-0.440,0,942.00000,5.60000,-5.60000,0,0.027100,0.001100,-0.001100,0,F9,6050.00,100.00,-100.00,0,1.38,0.00,0.00,0,1.24,0.00,0.00,0,250.9560000,3.2540000,-3.1720000
TIC 237913194 b,TIC 237913194,1,1,1,0,15.16886500,0.00001800,-0.00001800,0,0.120700,0.003700,-0.003700,0,12.520,0.605,-0.527,0,617.22586,29.24036,-28.92253,0,0.575000,0.011000,-0.011000,0,G3,5788.00,80.00,-80.00,0,1.09,0.01,-0.01,0,1.03,0.06,-0.06,0,306.0630000,2.0510000,-2.0250000
TIC 241249530 b,TIC 241249530,1,2,1,0,165.77190000,0.00027000,-0.00028000,0,0.641000,0.010000,-0.012000,0,13.294,0.415,-0.448,0,1582.78547,50.85255,-57.20911,0,0.941200,0.000900,-0.000900,0,,6166.00,43.00,-43.00,0,1.40,0.03,-0.03,0,1.27,0.06,-0.07,0,324.4480000,3.6960000,-3.6150000
TIC 257060897 b,TIC 257060897,1,1,1,0,3.66002800,0.00000600,-0.00000600,0,0.051000,0.002000,-0.002000,0,16.701,0.448,-0.448,0,212.94503,9.53485,-9.53485,0,0.030000,0.020000,-0.020000,0,,,,,,1.82,0.05,-0.05,0,1.32,0.04,-0.04,0,505.7030000,5.1260000,-5.0250000
TIC 279401253 b,TIC 279401253,1,1,2,0,76.80000000,0.06000000,-0.06000000,0,0.369000,0.003000,-0.003000,0,11.209,0.448,-0.448,0,1951.46642,123.95308,-133.48793,0,0.448000,0.029000,-0.028000,0,,5951.00,80.00,-80.00,0,1.06,0.01,-0.01,0,1.13,0.02,-0.03,0,285.5840000,2.7900000,-2.7380000
TIC 365102760 b,TIC 365102760,1,1,1,0,4.21285367,0.00000074,-0.00000074,0,0.062200,0.004900,-0.004900,0,6.210,0.760,-0.760,0,19.20000,4.20000,-4.20000,0,0.406000,,,1,,4900.00,90.00,-90.00,0,3.13,0.12,-0.12,0,1.17,0.12,-0.12,0,555.5460000,7.6990000,-7.4940000
TIC 393818343 b,TIC 393818343,1,1,1,0,16.24921000,0.00010000,-0.00011000,0,0.129100,0.002100,-0.002200,0,12.184,0.258,-0.235,0,1379.37529,47.67426,-47.67426,0,0.605800,0.002300,-0.002300,0,,5756.00,67.00,-66.00,0,1.09,0.02,-0.02,0,1.08,0.06,-0.06,0,93.7345000,0.3527000,-0.3500000
TIC 46432937 b,TIC 46432937,1,1,1,0,1.44044527,0.00000009,-0.00000009,0,0.020650,0.000350,-0.000350,0,13.316,0.336,-0.336,0,1017.05090,34.96112,-34.96112,0,0.009000,,,1,,3572.00,57.00,-57.00,0,0.53,0.01,-0.01,0,0.56,0.03,-0.03,0,90.5369000,0.2080000,-0.2070000
TIC 4672985 b,TIC 4672985,1,1,1,0,69.04800000,0.00040000,-0.00050000,0,0.330000,0.019000,-0.019000,0,11.500,0.751,-0.729,0,4049.13391,321.00669,-321.00669,0,0.018000,0.004000,-0.004000,0,,5757.00,72.00,-65.00,0,1.15,0.01,-0.01,0,1.01,0.03,-0.03,0,253.3850000,2.2140000,-2.1760000
TOI-1052 b,TOI-1052,1,1,2,0,9.13970300,0.00019000,-0.00019700,0,0.091030,0.000620,-0.000630,0,2.870,0.290,-0.240,0,16.90000,1.70000,-1.70000,0,0.180000,0.090000,-0.071000,0,,6146.00,62.00,-62.00,0,1.26,0.03,-0.03,0,1.20,0.03,-0.03,0,129.8040000,0.5600000,-0.5550000
TOI-1062 b,TOI-1062,1,1,2,0,4.11296000,0.00150000,-0.00150000,0,0.052000,0.024000,-0.025000,0,2.265,0.096,-0.091,0,10.15000,0.81000,-0.84000,0,0.177000,0.067000,-0.064000,0,G9 V,5328.00,56.00,-56.00,0,0.84,0.09,-0.09,0,0.94,0.02,-0.02,0,82.1733000,0.1635000,-0.1629000
TOI-1064 b,TOI-1064,1,1,2,0,6.44386800,0.00002500,-0.00002500,0,0.061520,0.000860,-0.000890,0,2.587,0.043,-0.042,0,13.50000,1.70000,-1.80000,0,0.047000,0.038000,-0.030000,0,,4734.00,67.00,-67.00,0,0.73,0.01,-0.01,0,0.75,0.03,-0.03,0,68.0726000,0.3639000,-0.3601000
TOI-1064 c,TOI-1064,1,1,2,0,12.22657400,0.00004600,-0.00004300,0,0.094290,0.001320,-0.001360,0,2.651,0.043,-0.042,0,2.50000,1.80000,-2.00000,0,0.088000,0.081000,-0.064000,0,,4734.00,67.00,-67.00,0,0.73,0.01,-0.01,0,0.75,0.03,-0.03,0,68.0726000,0.3639000,-0.3601000
TOI-1075 b,TOI-1075,1,1,1,0,0.60473280,0.00000320,-0.00000320,0,0.011590,0.000230,-0.000200,0,1.791,0.116,-0.081,0,9.95000,1.36000,-1.30000,0,0.000000,,,0,K9 V/M0 V,3875.00,75.00,-75.00,0,0.58,0.02,-0.02,0,0.60,0.03,-0.03,0,61.4592000,0.0943500,-0.0943500
TOI-1107 b,TOI-1107,1,1,1,0,4.07823870,0.00000240,-0.00000250,0,0.056100,0.002400,-0.002500,0,14.572,0.560,-0.560,0,1064.72516,57.20911,-57.20911,0,0.025000,0.023000,-0.016000,0,F6 V,6311.00,98.00,-98.00,0,1.81,0.06,-0.06,0,1.35,0.08,-0.08,0,281.3140000,2.0310000,-2.0030000
TOI-1130 b,TOI-1130,1,1,2,0,4.07455400,0.00000100,-0.00044100,0,0.045300,0.000100,-0.000200,0,3.660,0.030,-0.040,0,19.80000,0.20000,-0.30000,0,0.052162,0.000956,-0.000002,0,,4360.00,108.00,-108.00,0,0.70,0.01,0.00,0,0.74,0.01,-0.01,0,58.2609000,0.1700000,-0.1691000
TOI-1130 c,TOI-1130,1,1,2,0,8.35018980,0.00009380,-0.00000100,0,0.073100,0.000200,-0.000300,0,13.000,0.400,-0.400,0,336.00000,2.00000,-5.00000,0,0.039800,0.000900,-0.000200,0,,4360.00,108.00,-108.00,0,0.70,0.01,0.00,0,0.74,0.01,-0.01,0,58.2609000,0.1700000,-0.1691000
TOI-1173 b,TOI-1173,1,2,1,0,7.06466000,0.00028000,-0.00029000,0,0.069600,0.001400,-0.001400,0,9.190,0.180,-0.180,0,27.40000,1.70000,-1.70000,0,0.023000,0.025000,-0.016000,0,G9,5350.00,34.00,-34.00,0,0.93,0.01,-0.01,0,0.91,0.03,-0.03,0,132.3530000,0.4610000,-0.4580000
TOI-1174 b,TOI-1174,1,1,1,0,8.95345800,0.00002100,-0.00002100,0,0.080000,0.001000,-0.001000,0,2.506,0.142,-0.108,0,32.00000,,,1,0.000000,,,0,,5158.00,59.00,-58.00,0,0.78,0.03,-0.02,0,0.84,0.02,-0.02,0,94.6375000,0.2508000,-0.2494000
TOI-1180 b,TOI-1180,1,1,1,0,9.68675300,0.00001200,-0.00001200,0,0.082000,0.002000,-0.002000,0,3.036,0.187,-0.130,0,10.00000,5.30000,-5.40000,0,0.000000,,,0,,4804.00,53.00,-53.00,0,0.74,0.02,-0.02,0,0.78,0.02,-0.03,0,72.0238000,0.1326000,-0.1321000
TOI-1181 b,TOI-1181,1,1,1,0,2.10318900,0.00000300,-0.00000500,0,,,,,17.026,0.661,-0.661,0,374.71969,7.31005,-7.31005,0,0.011000,0.007000,-0.008000,0,,6054.00,81.00,-81.00,0,1.96,0.03,-0.03,0,1.47,0.02,-0.02,0,302.8190000,3.5420000,-3.4620000
TOI-1184 b,TOI-1184,1,1,1,0,5.74843200,0.00000390,-0.00000390,0,0.056000,0.001000,-0.001000,0,2.410,0.102,-0.144,0,6.80000,2.30000,-2.30000,0,0.000000,,,0,,4617.00,47.00,-48.00,0,0.70,0.02,-0.02,0,0.73,0.02,-0.03,0,58.5946000,0.0780000,-0.0778000
TOI-1194 b,TOI-1194,1,1,1,0,2.31064460,0.00000054,-0.00000054,0,0.034000,0.000600,-0.000600,0,8.717,0.155,-0.149,0,120.00000,5.60000,-5.70000,0,0.000000,,,0,,5394.00,65.00,-63.00,0,0.96,0.02,-0.01,0,0.98,0.03,-0.03,0,149.6670000,0.6550000,-0.6490000
TOI-1199 b,TOI-1199,1,1,1,0,3.67146300,0.00000300,-0.00000300,0,0.049880,0.000910,-0.000910,0,10.514,0.280,-0.280,0,75.96099,6.35657,-6.35657,0,0.030000,0.029000,-0.029000,0,,5710.00,40.00,-40.00,0,1.45,0.03,-0.03,0,1.23,0.07,-0.07,0,248.4270000,1.7920000,-1.7670000
TOI-1201 b,TOI-1201,1,2,1,0,2.49198630,0.00000300,-0.00000310,0,0.028700,0.001200,-0.001200,0,2.415,0.091,-0.090,0,6.28000,0.84000,-0.88000,0,0.000000,,,0,M2.0 V,3476.00,51.00,-51.00,0,0.51,0.02,-0.02,0,0.51,0.02,-0.02,0,37.8871000,0.0516000,-0.0516000
TOI-1221 b,TOI-1221,1,1,1,0,91.68278000,0.00032000,-0.00041000,0,0.387000,0.026000,-0.023000,0,2.910,0.130,-0.120,0,1112.39942,,,1,0.210000,,,1,,5592.00,50.00,-50.00,0,1.03,0.02,-0.02,0,0.93,0.22,-0.22,0,138.4110000,0.3870000,-0.3860000
TOI-1231 b,TOI-1231,1,1,1,0,24.24558600,0.00006400,-0.00006600,0,0.128800,0.002100,-0.002200,0,3.650,0.160,-0.150,0,15.40000,3.30000,-3.30000,0,0.087000,0.120000,-0.061000,0,M3 V,3553.00,51.00,-52.00,0,0.48,0.01,-0.01,0,0.48,0.02,-0.02,0,27.6227000,0.0609000,-0.0609000
TOI-1235 b,TOI-1235,1,1,1,0,3.44471400,0.00009000,-0.00009000,0,,,,,1.690,0.080,-0.080,0,6.69000,0.67000,-0.69000,0,0.049000,0.072000,-0.035000,0,M0.5 V,3997.00,51.00,-51.00,0,0.62,0.02,-0.02,0,0.63,0.02,-0.02,0,39.6345000,0.0478000,-0.0478000
TOI-1244 b,TOI-1244,1,1,1,0,6.40030000,0.00001300,-0.00001300,0,0.061000,0.001000,-0.001000,0,2.376,0.132,-0.106,0,6.60000,3.80000,-3.70000,0,0.000000,,,0,,4722.00,55.00,-55.00,0,0.72,0.02,-0.02,0,0.75,0.02,-0.03,0,102.5510000,0.2400000,-0.2400000
TOI-1246 b,TOI-1246,1,1,4,0,4.30744000,0.00002000,-0.00002000,0,0.049000,0.002000,-0.002000,0,3.010,0.060,-0.060,0,8.10000,1.10000,-1.10000,0,,,,,K V,5151.00,100.00,-100.00,0,0.86,0.05,-0.05,0,0.87,0.03,-0.03,0,169.4220000,0.6730000,-0.6690000
TOI-1246 c,TOI-1246,1,1,4,0,5.90413700,0.00001400,-0.00001400,0,0.061000,0.001000,-0.001000,0,2.451,0.138,-0.088,0,9.10000,1.30000,-1.20000,0,0.000000,,,0,,5213.00,71.00,-67.00,0,0.86,0.02,-0.02,0,0.89,0.03,-0.03,0,169.4220000,0.6730000,-0.6690000
TOI-1246 d,TOI-1246,1,1,4,0,18.65487400,0.00005500,-0.00005500,0,0.132000,0.003000,-0.003000,0,3.431,0.150,-0.116,0,5.40000,1.90000,-1.90000,0,0.000000,,,0,,5213.00,71.00,-67.00,0,0.86,0.02,-0.02,0,0.89,0.03,-0.03,0,169.4220000,0.6730000,-0.6690000
